Timestamp,LeftHit,LeftHitObject,LeftHitTag,LeftHitX,LeftHitY,LeftHitZ,RightHit,RightHitObject,RightHitTag,RightHitX,RightHitY,RightHitZ
0.0000,True,Wall,Untagged,-2.2952,7.4465,0.0000,True,Wall,Untagged,-2.8742,7.4489,0.0000
0.0139,True,Wall,Untagged,-2.3342,7.5095,0.0000,True,Wall,Untagged,-2.9140,7.5117,0.0000
0.0273,True,Wall,Untagged,-2.3494,7.5487,0.0000,True,Wall,Untagged,-2.9297,7.5510,0.0000
0.0413,True,Wall,Untagged,-2.3300,7.3457,0.0000,True,Wall,Untagged,-2.9095,7.3485,0.0000
0.0550,True,Wall,Untagged,-2.3404,7.3328,0.0000,True,Wall,Untagged,-2.9201,7.3354,0.0000
0.0689,True,Wall,Untagged,-2.3218,7.3239,0.0000,True,Wall,Untagged,-2.9016,7.3264,0.0000
0.0831,True,Wall,Untagged,-2.3327,7.2864,0.0000,True,Wall,Untagged,-2.9126,7.2886,0.0000
0.0971,True,Wall,Untagged,-2.3478,7.2767,0.0000,True,Wall,Untagged,-2.9281,7.2787,0.0000
0.1109,True,Wall,Untagged,-2.5035,7.2502,0.0000,True,Wall,Untagged,-3.0857,7.2517,0.0000
0.1249,True,Wall,Untagged,-2.5218,7.2200,0.0000,True,Wall,Untagged,-3.1044,7.2213,0.0000
0.1388,True,Wall,Untagged,-2.4695,7.1961,0.0000,True,Wall,Untagged,-3.0517,7.1971,0.0000
0.1527,True,Wall,Untagged,-2.4891,7.1624,0.0000,True,Wall,Untagged,-3.0718,7.1634,0.0000
0.1666,True,Wall,Untagged,-2.5162,7.1523,0.0000,True,Wall,Untagged,-3.0996,7.1531,0.0000
0.1806,True,Wall,Untagged,-2.5472,7.1409,0.0000,True,Wall,Untagged,-3.1312,7.1413,0.0000
0.1945,True,Wall,Untagged,-2.5101,7.1112,0.0000,True,Wall,Untagged,-3.0941,7.1111,0.0000
0.2125,True,Wall,Untagged,-2.5392,7.0911,0.0000,True,Wall,Untagged,-3.1239,7.0903,0.0000
0.2223,True,Wall,Untagged,-2.5705,7.0635,0.0000,True,Wall,Untagged,-3.1559,7.0618,0.0000
0.2363,True,Wall,Untagged,-2.5715,7.0429,0.0000,True,Wall,Untagged,-3.1573,7.0406,0.0000
0.2501,True,Wall,Untagged,-2.5991,7.0242,0.0000,True,Wall,Untagged,-3.1857,7.0220,0.0000
0.2643,True,Wall,Untagged,-2.6115,6.9364,0.0000,True,Wall,Untagged,-3.1986,6.9342,0.0000
0.2782,True,Wall,Untagged,-2.6439,6.9309,0.0000,True,Wall,Untagged,-3.2318,6.9283,0.0000
0.2920,True,Wall,Untagged,-2.6816,7.0400,0.0000,True,Wall,Untagged,-3.2706,7.0368,0.0000
0.3061,True,Wall,Untagged,-2.6276,7.0939,0.0000,True,Wall,Untagged,-3.2164,7.0906,0.0000
0.3202,True,Wall,Untagged,-2.6344,7.1755,0.0000,True,Wall,Untagged,-3.2236,7.1727,0.0000
0.3336,True,Wall,Untagged,-2.5593,7.2590,0.0000,True,Wall,Untagged,-3.1478,7.2575,0.0000
0.3474,True,Wall,Untagged,-2.4298,7.3234,0.0000,True,Wall,Untagged,-3.0170,7.3231,0.0000
0.3614,True,Wall,Untagged,-2.4479,7.3900,0.0000,True,Wall,Untagged,-3.0357,7.3905,0.0000
0.3756,True,Wall,Untagged,-2.4583,7.5760,0.0000,True,Wall,Untagged,-3.0472,7.5768,0.0000
0.3894,True,Wall,Untagged,-2.4873,7.6264,0.0000,True,Wall,Untagged,-3.0771,7.6269,0.0000
0.4034,True,Wall,Untagged,-2.7189,7.7931,0.0000,True,Wall,Untagged,-3.3129,7.7935,0.0000
0.4171,True,Wall,Untagged,-2.7395,7.8254,0.0000,True,Wall,Untagged,-3.3342,7.8259,0.0000
0.4309,True,Wall,Untagged,-2.5530,7.7093,0.0000,True,Wall,Untagged,-3.1447,7.7090,0.0000
0.4450,True,Wall,Untagged,-2.5624,7.7233,0.0000,True,Wall,Untagged,-3.1545,7.7229,0.0000
0.4593,True,Wall,Untagged,-2.5590,7.4673,0.0000,True,Wall,Untagged,-3.1502,7.4666,0.0000
0.4729,True,Wall,Untagged,-2.5773,7.3352,0.0000,True,Wall,Untagged,-3.1684,7.3340,0.0000
0.4866,True,Wall,Untagged,-2.6389,7.2350,0.0000,True,Wall,Untagged,-3.2307,7.2330,0.0000
0.5010,True,Wall,Untagged,-2.6466,7.2036,0.0000,True,Wall,Untagged,-3.2386,7.2006,0.0000
0.5148,True,Wall,Untagged,-2.6546,7.1457,0.0000,True,Wall,Untagged,-3.2467,7.1415,0.0000
0.5285,True,Wall,Untagged,-2.6935,7.0430,0.0000,True,Wall,Untagged,-3.2859,7.0381,0.0000
0.5425,True,Wall,Untagged,-2.6887,6.9551,0.0000,True,Wall,Untagged,-3.2810,6.9499,0.0000
0.5563,True,Wall,Untagged,-2.6476,6.8538,0.0000,True,Wall,Untagged,-3.2392,6.8483,0.0000
0.5702,True,Wall,Untagged,-2.6505,6.8040,0.0000,True,Wall,Untagged,-3.2422,6.7981,0.0000
0.5842,True,Wall,Untagged,-2.6535,6.7465,0.0000,True,Wall,Untagged,-3.2453,6.7399,0.0000
0.5983,True,Wall,Untagged,-2.6749,6.6986,0.0000,True,Wall,Untagged,-3.2670,6.6912,0.0000
0.6121,True,Wall,Untagged,-2.6889,6.6405,0.0000,True,Wall,Untagged,-3.2813,6.6319,0.0000
0.6259,True,Wall,Untagged,-2.6823,6.5802,0.0000,True,Wall,Untagged,-3.2747,6.5708,0.0000
0.6400,True,Wall,Untagged,-2.6924,6.4833,0.0000,True,Wall,Untagged,-3.2852,6.4726,0.0000
0.6540,True,Wall,Untagged,-2.7044,6.4004,0.0000,True,Wall,Untagged,-3.2976,6.3884,0.0000
0.6679,True,Wall,Untagged,-2.7316,6.4010,0.0000,True,Wall,Untagged,-3.3256,6.3875,0.0000
0.6817,True,Wall,Untagged,-2.6828,6.4128,0.0000,True,Wall,Untagged,-3.2763,6.3981,0.0000
0.6956,True,Wall,Untagged,-2.7064,6.3515,0.0000,True,Wall,Untagged,-3.3008,6.3365,0.0000
0.7101,True,Wall,Untagged,-2.6861,6.4130,0.0000,True,Wall,Untagged,-3.2803,6.3976,0.0000
0.7233,True,Wall,Untagged,-2.6972,6.4334,0.0000,True,Wall,Untagged,-3.2918,6.4178,0.0000
0.7373,True,Wall,Untagged,-2.7098,6.4143,0.0000,True,Wall,Untagged,-3.3048,6.3984,0.0000
0.7512,True,Wall,Untagged,-2.7229,6.3896,0.0000,True,Wall,Untagged,-3.3183,6.3730,0.0000
0.7651,True,Wall,Untagged,-2.6884,6.4482,0.0000,True,Wall,Untagged,-3.2833,6.4305,0.0000
0.7789,True,Wall,Untagged,-2.6945,6.4351,0.0000,True,Wall,Untagged,-3.2897,6.4174,0.0000
0.7934,True,Wall,Untagged,-2.6301,6.4902,0.0000,True,Wall,Untagged,-3.2244,6.4731,0.0000
0.8075,True,Wall,Untagged,-2.5986,6.5191,0.0000,True,Wall,Untagged,-3.1924,6.5027,0.0000
0.8211,True,Wall,Untagged,-2.5947,6.5292,0.0000,True,Wall,Untagged,-3.1885,6.5175,0.0000
0.8347,True,Wall,Untagged,-2.5733,6.7892,0.0000,True,Wall,Untagged,-3.1665,6.7889,0.0000
0.8488,True,Wall,Untagged,-2.5877,6.7471,0.0000,True,Wall,Untagged,-3.1813,6.7471,0.0000
0.8628,True,Wall,Untagged,-2.5468,6.7855,0.0000,True,Wall,Untagged,-3.1398,6.7820,0.0000
0.8766,True,Wall,Untagged,-2.6067,6.7881,0.0000,True,Wall,Untagged,-3.2014,6.7838,0.0000
0.8905,True,Wall,Untagged,-2.5839,6.8542,0.0000,True,Wall,Untagged,-3.1781,6.8574,0.0000
0.9048,True,Wall,Untagged,-2.5676,6.8666,0.0000,True,Wall,Untagged,-3.1614,6.8717,0.0000
0.9182,True,Wall,Untagged,-2.5219,6.8684,0.0000,True,Wall,Untagged,-3.1148,6.8578,0.0000
0.9326,True,Wall,Untagged,-2.4663,6.8637,0.0000,True,Wall,Untagged,-3.0585,6.8518,0.0000
0.9463,True,Wall,Untagged,-2.4792,6.8054,0.0000,True,Wall,Untagged,-3.0717,6.7931,0.0000
0.9602,True,Wall,Untagged,-2.4081,6.8916,0.0000,True,Wall,Untagged,-2.9991,6.8787,0.0000
0.9740,True,Wall,Untagged,-2.4017,6.9050,0.0000,True,Wall,Untagged,-2.9924,6.8948,0.0000
0.9878,True,Wall,Untagged,-2.3301,6.8098,0.0000,True,Wall,Untagged,-2.9196,6.7988,0.0000
1.0017,True,Wall,Untagged,-2.3621,6.6940,0.0000,True,Wall,Untagged,-2.9518,6.6869,0.0000
1.0162,True,Wall,Untagged,-2.3526,6.6840,0.0000,True,Wall,Untagged,-2.9421,6.6790,0.0000
1.0297,True,Wall,Untagged,-2.2914,6.6382,0.0000,True,Wall,Untagged,-2.8797,6.6336,0.0000
1.0437,True,Wall,Untagged,-2.3920,6.5938,0.0000,True,Wall,Untagged,-2.9815,6.5870,0.0000
1.0572,True,Wall,Untagged,-2.4001,6.5317,0.0000,True,Wall,Untagged,-2.9895,6.5227,0.0000
1.0712,True,Wall,Untagged,-2.3835,6.5423,0.0000,True,Wall,Untagged,-2.9725,6.5325,0.0000
1.0856,True,Wall,Untagged,-2.3649,6.5099,0.0000,True,Wall,Untagged,-2.9536,6.4988,0.0000
1.0996,True,Wall,Untagged,-2.3961,6.4799,0.0000,True,Wall,Untagged,-2.9851,6.4676,0.0000
1.1137,True,Wall,Untagged,-2.4111,6.4772,0.0000,True,Wall,Untagged,-3.0003,6.4634,0.0000
1.1273,True,Wall,Untagged,-2.4239,6.4260,0.0000,True,Wall,Untagged,-3.0134,6.4112,0.0000
1.1412,True,Wall,Untagged,-2.4201,6.4298,0.0000,True,Wall,Untagged,-3.0094,6.4138,0.0000
1.1549,True,Wall,Untagged,-2.4972,6.4752,0.0000,True,Wall,Untagged,-3.0875,6.4589,0.0000
1.1687,True,Wall,Untagged,-2.5075,6.4429,0.0000,True,Wall,Untagged,-3.0981,6.4227,0.0000
1.1830,True,Wall,Untagged,-2.5341,6.3426,0.0000,True,Wall,Untagged,-3.1250,6.3169,0.0000
1.1964,True,Wall,Untagged,-2.5306,6.3304,0.0000,True,Wall,Untagged,-3.1214,6.3035,0.0000
1.2110,True,Wall,Untagged,-2.4903,6.3099,0.0000,True,Wall,Untagged,-3.0806,6.2828,0.0000
1.2246,True,Wall,Untagged,-2.4684,6.3573,0.0000,True,Wall,Untagged,-3.0583,6.3309,0.0000
1.2385,True,Wall,Untagged,-2.4640,6.3855,0.0000,True,Wall,Untagged,-3.0538,6.3601,0.0000
1.2525,True,Wall,Untagged,-2.4759,6.4318,0.0000,True,Wall,Untagged,-3.0660,6.4086,0.0000
1.2664,True,Wall,Untagged,-2.5045,6.4935,0.0000,True,Wall,Untagged,-3.0950,6.4722,0.0000
1.2808,True,Wall,Untagged,-2.5103,6.5131,0.0000,True,Wall,Untagged,-3.1009,6.4917,0.0000
1.2946,True,Wall,Untagged,-2.5070,6.6299,0.0000,True,Wall,Untagged,-3.0970,6.6169,0.0000
1.3086,True,Wall,Untagged,-2.5175,6.6835,0.0000,True,Wall,Untagged,-3.1078,6.6698,0.0000
1.3228,True,Wall,Untagged,-2.5095,6.7233,0.0000,True,Wall,Untagged,-3.0996,6.7105,0.0000
1.3363,True,Wall,Untagged,-2.5507,6.7636,0.0000,True,Wall,Untagged,-3.1414,6.7504,0.0000
1.3497,True,Wall,Untagged,-2.5520,6.7611,0.0000,True,Wall,Untagged,-3.1427,6.7474,0.0000
1.3633,True,Wall,Untagged,-2.5682,6.7714,0.0000,True,Wall,Untagged,-3.1592,6.7584,0.0000
1.3777,True,Wall,Untagged,-2.5514,6.8347,0.0000,True,Wall,Untagged,-3.1420,6.8241,0.0000
1.3915,True,Wall,Untagged,-2.5312,6.8863,0.0000,True,Wall,Untagged,-3.1213,6.8773,0.0000
1.4052,True,Wall,Untagged,-2.5742,6.7941,0.0000,True,Wall,Untagged,-3.1651,6.7853,0.0000
1.4191,True,Wall,Untagged,-2.5804,6.8118,0.0000,True,Wall,Untagged,-3.1715,6.8036,0.0000
1.4334,True,Wall,Untagged,-2.6055,6.8086,0.0000,True,Wall,Untagged,-3.1969,6.8009,0.0000
1.4472,True,Wall,Untagged,-2.6521,6.6822,0.0000,True,Wall,Untagged,-3.2441,6.6771,0.0000
1.4609,True,Wall,Untagged,-2.6405,6.6830,0.0000,True,Wall,Untagged,-3.2322,6.6785,0.0000
1.4752,True,Wall,Untagged,-2.5933,6.6450,0.0000,True,Wall,Untagged,-3.1842,6.6397,0.0000
1.4889,True,Wall,Untagged,-2.5928,6.6209,0.0000,True,Wall,Untagged,-3.1838,6.6154,0.0000
1.5029,True,Wall,Untagged,-2.6064,6.5782,0.0000,True,Wall,Untagged,-3.1978,6.5732,0.0000
1.5172,True,Wall,Untagged,-2.6714,6.5461,0.0000,True,Wall,Untagged,-3.2645,6.5413,0.0000
1.5316,True,Wall,Untagged,-2.7346,6.3999,0.0000,True,Wall,Untagged,-3.3284,6.3966,0.0000
1.5453,True,Wall,Untagged,-2.7649,6.4037,0.0000,True,Wall,Untagged,-3.3595,6.4009,0.0000
1.5591,True,Wall,Untagged,-2.7298,6.2551,0.0000,True,Wall,Untagged,-3.3241,6.2545,0.0000
1.5729,True,Wall,Untagged,-2.7859,6.2106,0.0000,True,Wall,Untagged,-3.3818,6.2101,0.0000
1.5871,True,Wall,Untagged,-2.8236,6.2011,0.0000,True,Wall,Untagged,-3.4207,6.2001,0.0000
1.6005,True,Wall,Untagged,-2.8681,6.1599,0.0000,True,Wall,Untagged,-3.4666,6.1597,0.0000
1.6143,True,Wall,Untagged,-2.9176,6.1214,0.0000,True,Wall,Untagged,-3.5176,6.1201,0.0000
1.6282,True,Wall,Untagged,-2.8981,6.2024,0.0000,True,Wall,Untagged,-3.4977,6.2014,0.0000
1.6420,True,Wall,Untagged,-2.9114,6.1702,0.0000,True,Wall,Untagged,-3.5114,6.1694,0.0000
1.6558,True,Wall,Untagged,-2.8868,6.0909,0.0000,True,Wall,Untagged,-3.4863,6.0913,0.0000
1.6698,True,Wall,Untagged,-2.8462,6.1522,0.0000,True,Wall,Untagged,-3.4444,6.1524,0.0000
1.6838,True,Wall,Untagged,-2.7203,6.1099,0.0000,True,Wall,Untagged,-3.3165,6.1092,0.0000
1.6977,True,Wall,Untagged,-2.6829,6.1089,0.0000,True,Wall,Untagged,-3.2787,6.1067,0.0000
1.7119,True,Wall,Untagged,-2.6360,6.1428,0.0000,True,Wall,Untagged,-3.2311,6.1389,0.0000
1.7259,True,Wall,Untagged,-2.6173,6.0789,0.0000,True,Wall,Untagged,-3.2121,6.0754,0.0000
1.7398,True,Wall,Untagged,-2.5934,6.0271,0.0000,True,Wall,Untagged,-3.1879,6.0228,0.0000
1.7536,True,Wall,Untagged,-2.5708,5.9927,0.0000,True,Wall,Untagged,-3.1648,5.9879,0.0000
1.7674,True,Wall,Untagged,-2.4765,5.9763,0.0000,True,Wall,Untagged,-3.0690,5.9716,0.0000
1.7813,True,Wall,Untagged,-2.4783,5.9466,0.0000,True,Wall,Untagged,-3.0710,5.9417,0.0000
1.7955,True,Wall,Untagged,-2.5587,5.9702,0.0000,True,Wall,Untagged,-3.1524,5.9649,0.0000
1.8093,True,Wall,Untagged,-2.5920,5.9682,0.0000,True,Wall,Untagged,-3.1866,5.9621,0.0000
1.8233,True,Wall,Untagged,-2.5702,5.9315,0.0000,True,Wall,Untagged,-3.1650,5.9257,0.0000
1.8371,True,Wall,Untagged,-2.5939,5.8923,0.0000,True,Wall,Untagged,-3.1894,5.8863,0.0000
1.8512,True,Wall,Untagged,-2.6182,5.8985,0.0000,True,Wall,Untagged,-3.2144,5.8921,0.0000
1.8650,True,Wall,Untagged,-2.6914,6.1238,0.0000,True,Wall,Untagged,-3.2884,6.1181,0.0000
1.8790,True,Wall,Untagged,-2.7028,6.1153,0.0000,True,Wall,Untagged,-3.3001,6.1113,0.0000
1.8930,True,Wall,Untagged,-2.7165,6.1327,0.0000,True,Wall,Untagged,-3.3142,6.1316,0.0000
1.9071,True,Wall,Untagged,-2.7355,6.2033,0.0000,True,Wall,Untagged,-3.3339,6.2047,0.0000
1.9208,True,Wall,Untagged,-2.7276,6.2295,0.0000,True,Wall,Untagged,-3.3261,6.2331,0.0000
1.9345,True,Wall,Untagged,-2.7577,6.2318,0.0000,True,Wall,Untagged,-3.3570,6.2381,0.0000
1.9482,True,Wall,Untagged,-2.7838,6.2278,0.0000,True,Wall,Untagged,-3.3838,6.2362,0.0000
1.9626,True,Wall,Untagged,-2.7230,6.2484,0.0000,True,Wall,Untagged,-3.3221,6.2585,0.0000
1.9765,True,Wall,Untagged,-2.6990,6.3057,0.0000,True,Wall,Untagged,-3.2977,6.3165,0.0000
1.9903,True,Wall,Untagged,-2.7039,6.3153,0.0000,True,Wall,Untagged,-3.3027,6.3268,0.0000
2.0042,True,Wall,Untagged,-2.7089,6.3255,0.0000,True,Wall,Untagged,-3.3078,6.3359,0.0000
2.0183,True,Wall,Untagged,-2.7002,6.4008,0.0000,True,Wall,Untagged,-3.2988,6.4117,0.0000
2.0322,True,Wall,Untagged,-2.6262,6.3595,0.0000,True,Wall,Untagged,-3.2234,6.3698,0.0000
2.0461,True,Wall,Untagged,-2.5976,6.3585,0.0000,True,Wall,Untagged,-3.1941,6.3681,0.0000
2.0598,True,Wall,Untagged,-2.4634,6.3220,0.0000,True,Wall,Untagged,-3.0576,6.3302,0.0000
2.0739,True,Wall,Untagged,-2.4373,6.3281,0.0000,True,Wall,Untagged,-3.0308,6.3353,0.0000
2.0876,True,Wall,Untagged,-2.4073,6.3476,0.0000,True,Wall,Untagged,-3.0001,6.3547,0.0000
2.1017,True,Wall,Untagged,-2.3988,6.3883,0.0000,True,Wall,Untagged,-2.9913,6.3944,0.0000
2.1159,True,Wall,Untagged,-2.4132,6.4182,0.0000,True,Wall,Untagged,-3.0058,6.4239,0.0000
2.1294,True,Wall,Untagged,-2.4070,6.4261,0.0000,True,Wall,Untagged,-2.9995,6.4318,0.0000
2.1432,True,Wall,Untagged,-2.4115,6.3223,0.0000,True,Wall,Untagged,-3.0042,6.3279,0.0000
2.1574,True,Wall,Untagged,-2.4152,6.3282,0.0000,True,Wall,Untagged,-3.0079,6.3335,0.0000
2.1713,True,Wall,Untagged,-2.4174,6.3375,0.0000,True,Wall,Untagged,-3.0102,6.3426,0.0000
2.1854,True,Wall,Untagged,-1.2584,6.1995,0.0000,True,Wall,Untagged,-1.8374,6.2043,0.0000
2.1993,True,Wall,Untagged,0.6022,6.2075,0.0000,True,Wall,Untagged,0.0330,6.2122,0.0000
2.2129,True,Wall,Untagged,0.5909,5.6417,0.0000,True,Wall,Untagged,0.0196,5.6456,0.0000
2.2270,True,Wall,Untagged,-2.0386,6.1062,0.0000,True,Wall,Untagged,-2.6269,6.1111,0.0000
2.2409,True,Wall,Untagged,-3.0654,6.1063,0.0000,True,Wall,Untagged,-3.6699,6.1113,0.0000
2.2551,True,Wall,Untagged,-3.0746,6.1081,0.0000,True,Wall,Untagged,-3.6793,6.1130,0.0000
2.2688,True,Wall,Untagged,-3.0824,6.1115,0.0000,True,Wall,Untagged,-3.6873,6.1166,0.0000
2.2825,True,Wall,Untagged,-3.0239,6.2631,0.0000,True,Wall,Untagged,-3.6276,6.2691,0.0000
2.2965,True,Wall,Untagged,-3.0335,6.1578,0.0000,True,Wall,Untagged,-3.6376,6.1637,0.0000
2.3108,True,Wall,Untagged,-3.1201,6.1031,0.0000,True,Wall,Untagged,-3.7260,6.1087,0.0000
2.3244,True,Wall,Untagged,-3.1229,6.1024,0.0000,True,Wall,Untagged,-3.7289,6.1075,0.0000
2.3385,True,Wall,Untagged,-3.1203,6.0984,0.0000,True,Wall,Untagged,-3.7263,6.1033,0.0000
2.3522,True,Wall,Untagged,-3.1137,6.0759,0.0000,True,Wall,Untagged,-3.7195,6.0809,0.0000
2.3661,True,Wall,Untagged,-3.0208,6.1159,0.0000,True,Wall,Untagged,-3.6248,6.1207,0.0000
2.3797,True,Wall,Untagged,-3.0178,6.1181,0.0000,True,Wall,Untagged,-3.6218,6.1227,0.0000
2.3942,True,Wall,Untagged,-2.9172,6.1051,0.0000,True,Wall,Untagged,-3.5194,6.1095,0.0000
2.4079,True,Wall,Untagged,-2.9143,6.1136,0.0000,True,Wall,Untagged,-3.5163,6.1178,0.0000
